,life_expectancy,alcohol,hepatitis_b,measles,polio,total_expenditure,diphtheria,hiv/aids,gdp,schooling,thinness_5-19_years
39,74.1,0.46,91,6.009245006917366,92.0,4.2,93.0,0.4641588833612779,495.254866,12.6,5.95
40,73.8,0.44,9,0.0,95.0,3.82,95.0,0.4641588833612779,3935.183343,12.3,5.95
41,73.4,0.36,8,9.52073035377839,95.0,3.36,95.0,0.4641588833612779,3464.6179,12.3,6.05
42,72.9,0.5,83,1.5874010519681994,88.0,3.24,88.0,0.4641588833612779,31.122378,12.0,6.05
43,72.3,0.45,81,1.7099759466766968,86.0,3.54,86.0,0.4641588833612779,2598.9823,11.7,6.15
44,71.7,0.34,86,2.0,87.0,3.6,87.0,0.4641588833612779,294.33556,11.5,6.199999999999999
45,71.6,0.36,88,1.7099759466766968,86.0,3.73,86.0,0.4641588833612779,1774.33673,11.1,6.25
46,71.4,0.23,89,1.8171205928321397,89.0,3.84,89.0,0.4641588833612779,1732.857979,10.9,6.35
47,71.3,0.25,89,0.0,86.0,3.49,86.0,0.4641588833612779,1757.17797,10.7,6.45
48,52.4,8.33,64,4.904868131524016,7.0,3.31,64.0,1.2385623296301709,3695.793748,11.4,8.25
49,51.7,8.33,64,1.4422495703074083,68.0,3.31,64.0,1.2599210498948732,479.31224,11.4,8.4
50,51.1,8.1,77,1.0,67.0,4.26,77.0,1.3200061217959123,484.616884,11.4,8.55
51,56.0,8.24,75,1.2599210498948732,75.0,3.3,75.0,1.375068867074141,4598.249988,10.3,8.7
52,51.0,8.06,72,2.0,73.0,3.38,71.0,1.3572088082974532,4299.12889,9.4,8.850000000000001
53,49.6,7.8,77,1.7099759466766968,81.0,3.39,77.0,1.3572088082974532,3529.53482,9.0,9.05
54,49.1,7.01,61,1.2599210498948732,63.0,4.37,6.0,1.3572088082974532,3347.84485,8.5,9.25
55,48.7,7.07,69,6.423158288562368,65.0,3.84,69.0,1.375068867074141,3868.578883,8.1,9.45
56,48.2,6.35,73,1.2599210498948732,75.0,3.38,73.0,1.375068867074141,2878.837144,7.7,9.6
57,47.7,5.84,92,9.145774273770835,36.0,4.54,34.0,1.3572088082974532,262.415149,7.2,9.75
58,47.4,5.04,92,6.366096760416892,39.0,4.1,38.0,1.375068867074141,1443.991929,6.8,5.45
59,47.1,3.53,91,3.072316825685847,4.0,4.71,4.0,1.3572088082974532,141.86844,6.4,1.15
60,46.8,3.49,86,2.0,4.0,4.41,4.0,1.338865900164339,779.468356,5.9,1.35
61,46.5,2.82,88,1.7099759466766968,37.0,3.63,41.0,1.3200061217959123,711.181716,5.5,1.5
62,45.7,2.58,89,1.8171205928321397,41.0,5.38,38.0,1.2805791649874942,526.168743,5.1,1.7
63,45.3,1.85,89,2.0,3.0,2.79,28.0,1.2599210498948732,555.2969419,4.6,1.9
64,76.4,8.56,99,0.0,86.0,5.54,99.0,0.5848035476425733,13566.9541,13.9,3.3
65,76.2,8.56,99,0.0,96.0,5.54,99.0,0.5848035476425733,12888.29667,13.9,3.3
66,76.1,8.58,99,0.0,98.0,5.33,99.0,0.5848035476425733,12224.86416,13.9,3.3
67,75.9,8.18,98,0.0,97.0,5.39,98.0,0.5848035476425733,12565.44197,13.8,3.3
68,75.7,7.84,99,0.0,99.0,5.65,99.0,0.4641588833612779,11929.34991,14.1,3.3
69,75.6,7.84,98,0.0,99.0,5.63,98.0,0.4641588833612779,12126.87614,14.1,3.3
70,75.4,7.82,98,0.0,98.0,4.86,99.0,0.4641588833612779,1312.46692,14.2,3.3499999999999996
71,75.2,8.27,98,0.0,99.0,4.69,99.0,0.4641588833612779,1473.31923,14.4,3.3499999999999996
72,75.0,8.64,97,0.0,98.0,4.27,99.0,0.4641588833612779,14252.29452,14.5,3.3499999999999996
73,74.8,8.93,99,0.0,99.0,4.34,99.0,0.4641588833612779,12724.39377,14.7,3.4
80,76.3,7.93,94,0.0,93.0,4.79,94.0,0.4641588833612779,13467.1236,17.3,0.95
81,76.2,7.93,94,1.0,92.0,4.79,94.0,0.4641588833612779,12245.25645,17.3,0.95
82,76.0,8.28,94,0.0,99.0,4.99,94.0,0.4641588833612779,12976.63642,17.3,0.95
83,75.9,8.35,91,1.2599210498948732,99.0,5.2,91.0,0.4641588833612779,12969.7712,17.2,0.95
84,75.7,8.11,91,1.4422495703074083,93.0,5.89,91.0,0.4641588833612779,12726.9836,17.1,0.95
85,75.5,8.15,94,2.571281590658235,95.0,6.55,94.0,0.4641588833612779,1276.265,16.8,0.95
86,75.6,8.33,94,1.4422495703074083,97.0,7.63,94.0,0.4641588833612779,8161.36966,16.5,0.95
87,75.4,8.41,9,0.0,94.0,6.66,93.0,0.4641588833612779,8953.359275,16.3,0.95
88,74.8,8.16,85,0.0,92.0,6.49,91.0,0.4641588833612779,7193.61764,16.3,1.0
89,75.2,7.75,84,0.0,92.0,6.68,91.0,0.4641588833612779,5878.76127,16.1,1.0
90,74.9,7.53,88,0.0,95.0,6.85,98.0,0.4641588833612779,576.883829,16.3,1.05
91,74.7,7.63,81,0.0,91.0,6.84,98.0,0.4641588833612779,4251.574348,16.3,1.05
92,74.1,7.62,73,0.0,95.0,8.22,96.0,0.4641588833612779,333.4376,16.4,1.1
93,74.1,7.81,66,0.0,94.0,8.31,93.0,0.4641588833612779,2579.193168,16.3,1.1
94,74.0,7.76,89,0.0,85.0,9.38,83.0,0.4641588833612779,717.694674,15.6,1.15
95,74.1,7.68,89,1.8171205928321397,88.0,9.21,83.0,0.4641588833612779,7669.273916,15.0,1.15
96,74.8,3.91,94,3.207534329995826,96.0,4.48,94.0,0.4641588833612779,369.654776,12.7,2.1500000000000004
97,74.6,3.91,93,2.3513346877207573,95.0,4.48,93.0,0.4641588833612779,3994.712355,12.7,2.1
98,74.4,3.79,95,2.154434690031884,96.0,4.55,95.0,0.4641588833612779,3843.591213,12.7,2.1
99,74.4,3.89,95,0.0,96.0,4.48,95.0,0.4641588833612779,3684.8481,12.7,2.05
100,73.9,4.09,95,0.0,96.0,3.71,95.0,0.4641588833612779,3526.978143,12.7,2.05
101,73.5,4.23,94,1.2599210498948732,96.0,4.56,94.0,0.4641588833612779,3218.381655,12.3,2.05
102,73.3,3.96,93,0.0,94.0,4.55,93.0,0.4641588833612779,2993.832531,11.9,2.05
103,73.2,3.96,89,0.0,91.0,3.8,89.0,0.4641588833612779,41.26997,12.3,2.05
104,73.5,3.99,85,1.0,9.0,4.31,88.0,0.4641588833612779,3138.8873,11.7,2.05
105,72.9,4.01,78,5.155136735475772,87.0,4.58,87.0,0.4641588833612779,2158.299,11.2,2.05
106,73.0,4.25,91,1.5874010519681994,92.0,5.25,9.0,0.4641588833612779,1643.758397,10.9,2.05
107,73.0,3.81,91,1.7099759466766968,93.0,5.5,91.0,0.4641588833612779,1191.96192,10.9,2.05
108,72.7,3.03,93,1.5874010519681994,96.0,5.56,94.0,0.4641588833612779,93.1661567,10.8,2.05
109,72.6,2.86,91,3.4199518933533937,96.0,5.4,94.0,0.4641588833612779,783.261699,10.8,2.1
110,72.6,2.86,69,4.101565929702347,97.0,5.94,94.0,0.4641588833612779,694.435119,11.1,2.1
111,72.0,2.9,55,2.46621207433047,96.0,6.25,93.0,0.4641588833612779,622.7427477,11.2,2.1500000000000004
112,82.8,9.71,93,4.198336453808407,93.0,9.42,93.0,0.4641588833612779,56554.3876,20.4,0.6
113,82.7,9.71,91,6.979532046908886,92.0,9.42,92.0,0.4641588833612779,62214.6912,20.4,0.6
114,82.5,9.87,91,5.406120175750225,91.0,9.36,91.0,0.4641588833612779,66775.3944,20.3,0.6
115,82.3,10.03,91,5.838272460814002,92.0,9.36,92.0,0.4641588833612779,66775.3944,20.1,0.6
116,82.0,10.3,92,5.748897078944831,92.0,9.2,92.0,0.4641588833612779,62245.129,19.8,0.6
117,81.9,10.52,92,4.121285299808556,92.0,9.2,92.0,0.4641588833612779,51874.848,19.5,0.6499999999999999
118,81.7,10.62,94,4.7026693754415145,92.0,9.5,92.0,0.4641588833612779,42742.99898,19.1,0.6499999999999999
119,81.3,10.76,94,4.020725758589058,92.0,8.78,92.0,0.4641588833612779,49664.6854,19.1,0.6499999999999999
120,81.3,10.56,94,2.2239800905693152,92.0,8.53,92.0,0.4641588833612779,4991.98289,19.0,0.6499999999999999
121,81.2,10.31,95,0.0,92.0,8.49,92.0,0.4641588833612779,36118.28381,20.3,0.6499999999999999
122,81.0,10.3,95,2.154434690031884,92.0,8.45,92.0,0.4641588833612779,3416.71483,20.3,0.6499999999999999
123,86.0,9.84,95,4.121285299808556,92.0,8.57,92.0,0.4641588833612779,3472.37977,20.7,0.6499999999999999
124,83.0,9.97,95,4.497941445275415,92.0,8.32,93.0,0.4641588833612779,23465.38559,20.6,0.7
125,79.9,9.84,95,3.1748021039363987,92.0,8.39,92.0,0.4641588833612779,281.81763,20.1,0.7
126,79.9,9.53,94,5.2048278633942004,91.0,8.18,92.0,0.4641588833612779,19517.84168,20.5,0.7
127,79.5,10.17,89,4.762203155904598,9.0,8.8,9.0,0.4641588833612779,2169.921,20.4,0.7
128,81.5,12.32,93,6.760614301748689,93.0,11.21,93.0,0.4641588833612779,43665.947,15.9,2.0
129,81.4,12.32,98,4.890973246508748,98.0,11.21,98.0,0.4641588833612779,51322.63997,15.9,1.9
130,81.1,11.82,95,0.0,95.0,11.14,95.0,0.4641588833612779,554.71532,15.7,1.9
131,87.0,12.26,92,3.3019272488946263,92.0,11.17,92.0,0.4641588833612779,48333.57273,15.7,1.9
132,87.0,12.04,89,4.081655101917348,89.0,1.94,89.0,0.4641588833612779,51126.74139,15.7,1.85
133,84.0,12.1,86,3.7325111568172478,86.0,11.17,86.0,0.4641588833612779,46657.629,15.4,1.7999999999999998
134,82.0,11.3,83,3.6593057100229713,83.0,11.19,83.0,0.4641588833612779,47654.18721,15.3,1.7999999999999998
135,84.0,12.0,83,7.651724731089556,83.0,1.6,83.0,0.4641588833612779,51386.37665,15.1,1.7999999999999998
136,81.0,12.5,85,2.7144176165949063,85.0,1.4,85.0,0.4641588833612779,46586.6525,15.2,1.7999999999999998
137,79.8,12.4,83,2.8438669798515654,83.0,1.35,83.0,0.4641588833612779,443.99361,15.0,1.7999999999999998
138,79.4,12.4,86,2.080083823051904,86.0,1.53,86.0,0.4641588833612779,38242.4252,14.9,1.7999999999999998
139,79.3,12.1,83,2.46621207433047,83.0,1.56,83.0,0.4641588833612779,36693.4262,14.7,1.7999999999999998
140,78.8,12.2,83,4.481404746557164,84.0,1.48,84.0,0.4641588833612779,3212.9355,14.7,1.7999999999999998
141,78.7,12.5,81,0.0,82.0,1.27,83.0,0.4641588833612779,26351.37568,16.1,1.7999999999999998
142,78.6,12.4,44,0.0,83.0,1.21,84.0,0.4641588833612779,24489.73553,15.5,1.7999999999999998
143,78.1,13.2,33,0.0,71.0,1.6,81.0,0.4641588833612779,24517.26745,15.4,1.7999999999999998
144,72.7,0.01,96,0.0,98.0,6.4,96.0,0.4641588833612779,55.31382,12.7,2.8499999999999996
145,72.5,0.01,94,0.0,97.0,6.4,94.0,0.4641588833612779,7891.299776,12.2,2.8499999999999996
146,72.2,2.14,93,5.473703674798427,96.0,5.54,93.0,0.4641588833612779,7875.756953,11.9,2.8
147,71.9,0.01,88,0.0,92.0,5.37,89.0,0.4641588833612779,7496.335728,11.8,2.8
148,71.6,1.98,84,0.0,91.0,5.1,87.0,0.4641588833612779,7189.691229,11.7,2.8499999999999996
149,71.1,1.98,8,0.0,85.0,5.33,81.0,0.4641588833612779,5842.85784,11.7,2.8499999999999996
150,78.0,2.1,74,0.0,84.0,5.85,81.0,0.4641588833612779,495.294791,11.6,2.8499999999999996
151,73.0,1.18,68,1.7099759466766968,85.0,4.37,81.0,0.4641588833612779,5574.6382,11.6,2.8499999999999996
152,73.0,1.02,62,0.0,81.0,5.1,79.0,0.4641588833612779,3851.437869,11.6,2.8499999999999996
153,69.2,0.85,52,6.055048946511104,8.0,6.17,78.0,0.4641588833612779,2473.85776,10.7,2.9
154,68.4,0.73,49,1.5874010519681994,79.0,7.86,75.0,0.4641588833612779,1578.4239,11.2,2.95
155,68.4,0.62,5,9.386460059516399,78.0,7.92,77.0,0.4641588833612779,145.2163,11.0,3.0
156,67.8,0.55,51,2.0,79.0,6.56,77.0,0.4641588833612779,883.6439965,10.8,3.0
157,67.8,0.55,5,1.7099759466766968,8.0,4.47,76.0,0.4641588833612779,763.73858,10.6,3.1
158,67.5,0.51,89,8.310694107104096,77.0,4.48,77.0,0.4641588833612779,73.6838434,10.4,3.1
159,66.6,0.65,89,5.943921952763129,75.0,4.67,76.0,0.4641588833612779,655.974326,10.1,3.1500000000000004
176,76.9,1.57,98,0.0,98.0,4.98,98.0,0.4641588833612779,22688.87824,14.5,6.15
177,76.8,1.57,98,3.583047871015946,98.0,4.98,98.0,0.4641588833612779,24983.3792,14.5,6.05
178,76.7,1.65,99,0.0,99.0,4.69,99.0,0.4641588833612779,251.18329,14.5,6.05
179,76.5,1.7,99,0.0,99.0,4.37,99.0,0.4641588833612779,23649.36661,14.5,6.05
180,76.1,1.66,99,0.0,99.0,3.4,99.0,0.4641588833612779,2281.1242,14.4,6.05
181,76.1,1.93,99,0.0,99.0,3.64,99.0,0.4641588833612779,2722.1389,14.4,5.95
182,76.0,1.95,98,1.4422495703074083,97.0,3.79,98.0,0.4641588833612779,19356.67236,14.4,5.95
183,75.8,2.0,97,1.2599210498948732,97.0,3.17,97.0,0.4641588833612779,2367.56535,14.4,5.95
184,75.6,2.0,97,1.912931182772389,97.0,3.8,97.0,0.4641588833612779,2977.1153,14.4,6.0
185,75.5,2.1,98,1.4422495703074083,98.0,3.8,98.0,0.4641588833612779,1937.99549,14.2,6.0
186,75.3,2.05,98,1.5874010519681994,98.0,3.16,98.0,0.4641588833612779,17959.17854,14.0,6.0
187,75.2,2.16,98,2.2239800905693152,98.0,3.37,98.0,0.4641588833612779,15846.47641,13.9,6.0
188,75.0,2.16,98,2.2894284851066637,97.0,3.74,97.0,0.4641588833612779,14221.99259,13.7,6.0
189,74.9,1.99,98,2.0,98.0,3.89,98.0,0.4641588833612779,1312.33457,13.5,6.050000000000001
190,74.7,1.95,99,1.7099759466766968,99.0,3.8,99.0,0.4641588833612779,12868.211,13.3,6.1
191,74.5,2.15,97,1.8171205928321397,97.0,3.51,97.0,0.4641588833612779,13636.34668,13.2,6.1
192,71.8,0.01,97,6.214465011907717,97.0,2.82,97.0,0.4641588833612779,121.15812,10.2,18.1
193,71.4,0.01,97,6.611489018457944,97.0,2.82,97.0,0.4641588833612779,184.56543,10.0,18.35
194,71.0,0.01,96,6.188462762136203,96.0,2.88,96.0,0.4641588833612779,951.8894535,10.0,18.55
195,77.0,0.01,94,1.2599210498948732,94.0,3.8,94.0,0.4641588833612779,856.342857,9.9,18.75
196,73.0,0.01,96,2.0,96.0,3.16,96.0,0.4641588833612779,835.789341,9.4,18.95
197,69.9,0.01,94,9.236527745897195,94.0,3.6,94.0,0.4641588833612779,757.6717572,8.9,19.15
198,69.5,0.01,97,8.954502899390718,97.0,2.91,97.0,0.4641588833612779,681.125368,8.4,19.4
199,69.1,0.01,96,1.2599210498948732,96.0,2.85,96.0,0.4641588833612779,615.7775411,8.6,19.6
200,68.6,0.01,95,1.2599210498948732,96.0,2.8,94.0,0.4641588833612779,541.651484,8.6,10.8
201,68.2,0.01,86,1.8171205928321397,95.0,2.8,94.0,0.4641588833612779,494.51466,8.4,11.0
202,67.8,0.01,45,1.5874010519681994,94.0,2.68,93.0,0.4641588833612779,484.155471,8.2,11.2
203,67.3,0.01,11,1.7099759466766968,88.0,2.62,99.0,0.4641588833612779,46.7579167,8.1,2.4000000000000004
204,66.8,0.01,5,2.0,9.0,2.51,87.0,0.4641588833612779,432.7388972,7.9,2.5999999999999996
205,66.3,0.01,88,1.7099759466766968,83.0,2.59,83.0,0.4641588833612779,21.362386,7.7,11.8
206,65.8,0.01,89,1.8171205928321397,85.0,2.47,85.0,0.4641588833612779,42.5981152,7.5,12.0
207,65.3,0.01,89,2.0,83.0,2.33,82.0,0.4641588833612779,45.63371,7.3,12.2
208,75.5,8.82,97,0.0,97.0,7.47,97.0,0.4641588833612779,15557.8381,15.3,3.75
209,75.4,8.82,94,0.0,95.0,7.47,94.0,0.4641588833612779,15359.66971,15.3,3.75
210,75.2,8.74,91,0.0,91.0,7.57,91.0,0.4641588833612779,15472.7814,15.3,3.8
211,75.1,8.61,87,0.0,88.0,7.43,87.0,0.4641588833612779,15384.8749,15.3,3.8
212,74.9,8.51,91,0.0,91.0,6.67,91.0,0.4641588833612779,15534.1574,15.5,3.8
213,74.7,8.41,86,0.0,9.0,6.17,86.0,0.4641588833612779,1595.91232,15.8,3.8
214,74.6,8.46,93,0.0,93.0,6.21,93.0,0.4641588833612779,16523.32388,15.5,3.8
215,74.4,8.95,85,0.0,85.0,6.1,85.0,0.4641588833612779,1657.3228,15.3,3.9
216,74.2,8.47,93,0.0,93.0,5.64,93.0,0.4641588833612779,16462.48556,15.0,3.9
217,74.1,8.39,84,0.0,85.0,5.27,84.0,0.4641588833612779,15646.5591,14.8,3.95
218,73.9,8.01,92,0.0,91.0,5.38,92.0,0.4641588833612779,14223.86576,14.6,4.0
219,73.8,7.68,93,0.0,93.0,5.71,93.0,0.5848035476425733,12868.8639,14.4,4.05
220,73.7,7.65,91,0.0,9.0,5.82,89.0,0.7368062997280773,1228.5447,14.2,4.1
221,73.5,7.59,66,0.0,86.0,5.76,87.0,0.9283177667225558,11675.39395,14.0,4.15
222,73.4,7.38,18,0.0,93.0,5.47,84.0,0.8879040017426006,11513.87189,14.0,4.2
223,73.3,7.43,89,0.0,86.0,5.16,93.0,0.9654893846056297,11568.1111,14.0,4.25
224,72.3,13.94,99,1.2599210498948732,99.0,5.69,99.0,0.4641588833612779,5949.11677,15.6,1.95
225,72.0,13.94,97,3.9999999999999996,97.0,5.69,97.0,0.4641588833612779,8318.429294,15.7,1.95
226,71.7,13.94,98,2.5198420997897464,98.0,6.7,98.0,0.4641588833612779,7978.825443,15.7,2.0
227,71.9,13.94,97,2.154434690031884,98.0,5.1,98.0,0.4641588833612779,694.243915,15.6,2.05
228,72.0,13.94,98,3.6840314986403864,98.0,4.92,98.0,0.4641588833612779,6519.71753,15.5,2.05
229,73.0,13.94,96,1.0,99.0,5.55,98.0,0.4641588833612779,63.38877,15.5,2.1
230,70.0,13.94,98,0.0,98.0,6.9,96.0,0.4641588833612779,5176.172649,15.4,2.1500000000000004
231,70.0,13.94,98,0.0,98.0,5.95,97.0,0.4641588833612779,6376.183153,15.1,2.2
232,69.8,13.94,91,1.0,9.0,6.44,95.0,0.4641588833612779,4735.484827,14.9,2.25
233,68.9,12.6,98,5.301459192380904,97.0,6.34,99.0,0.4641588833612779,3848.215966,14.6,2.3
234,68.1,11.01,99,1.0,98.0,6.89,99.0,0.4641588833612779,3126.71767,14.4,2.4
235,68.2,12.05,99,1.2599210498948732,99.0,6.59,99.0,0.4641588833612779,2378.33927,14.1,2.45
236,67.7,11.17,56,2.7589241763811203,53.0,6.59,5.0,0.4641588833612779,1819.525644,13.9,2.55
237,67.2,12.23,99,2.4101422641752297,99.0,6.47,99.0,0.4641588833612779,1479.383142,13.6,2.6
238,67.7,10.74,93,3.5568933044900626,99.0,6.62,99.0,0.4641588833612779,1244.373185,13.3,2.6500000000000004
239,68.0,12.98,7,2.7589241763811203,99.0,6.13,99.0,0.4641588833612779,1276.28834,13.1,2.75
240,81.1,12.6,98,3.6088260801386944,99.0,1.59,99.0,0.4641588833612779,4356.875,16.6,1.0
241,87.0,12.6,98,4.121285299808556,99.0,1.59,99.0,0.4641588833612779,47439.39684,16.3,1.0
242,87.0,11.77,98,3.3912114430141664,99.0,1.57,99.0,0.4641588833612779,4651.38647,16.3,0.95
243,83.0,10.08,98,4.776856181035017,99.0,1.54,99.0,0.4641588833612779,4474.5717,16.2,0.9
244,83.0,10.11,97,8.320335292207616,98.0,1.42,98.0,0.4641588833612779,4772.77415,16.1,0.9
245,80.0,10.22,97,3.4199518933533937,98.0,1.21,98.0,0.4641588833612779,4438.23741,15.9,0.9
246,79.8,10.05,97,3.207534329995826,98.0,1.39,98.0,0.4641588833612779,4488.5615,15.8,0.9
247,79.5,10.47,98,4.610436292058446,99.0,9.6,99.0,0.4641588833612779,48424.58927,15.8,0.8
248,79.5,10.25,94,3.9999999999999996,99.0,9.25,98.0,0.4641588833612779,4443.83131,15.8,0.8
249,79.4,10.98,94,2.46621207433047,99.0,9.17,98.0,0.4641588833612779,38852.3613,15.7,0.8
250,78.9,12.27,77,2.9624960684073702,97.0,9.24,97.0,0.4641588833612779,36967.28292,15.7,0.8
251,78.8,12.05,64,3.9364971831021727,96.0,9.32,95.0,0.4641588833612779,35589.71295,18.8,0.8
252,78.3,11.28,64,3.530348335326063,96.0,9.3,95.0,0.4641588833612779,3743.95693,18.6,0.8
253,78.0,11.29,6,0.0,96.0,8.46,95.0,0.4641588833612779,2552.3328,18.8,0.8
254,78.0,11.01,6,4.362070671454838,96.0,8.29,95.0,0.4641588833612779,23121.56635,18.2,0.8
255,77.6,11.21,6,0.0,96.0,8.12,95.0,0.4641588833612779,2327.4591,18.0,0.8
256,71.0,6.58,94,0.0,94.0,5.79,94.0,0.5848035476425733,4849.997495,12.8,3.45
257,70.0,6.58,95,0.0,95.0,5.79,95.0,0.5848035476425733,4852.223666,12.8,3.4
258,69.8,6.56,95,0.0,95.0,5.79,95.0,0.5848035476425733,4688.538443,12.9,3.4
259,69.4,6.66,98,0.0,98.0,5.45,98.0,0.4641588833612779,4673.63848,12.5,3.45
260,69.4,6.64,95,0.0,95.0,5.61,95.0,0.7937005259840998,4516.24675,12.4,3.45
261,69.5,6.76,96,0.0,96.0,5.85,96.0,0.5848035476425733,4344.15177,12.4,3.45
262,69.5,6.85,97,0.0,98.0,5.81,97.0,0.6694329500821695,4258.788611,12.7,3.45
263,69.6,7.22,94,0.0,94.0,5.9,94.0,0.4641588833612779,447.22796,12.8,3.45
264,69.6,7.24,96,0.0,97.0,4.76,96.0,0.8434326653017492,4324.876427,12.8,3.5
265,69.4,6.48,98,0.0,98.0,4.4,98.0,0.8434326653017492,4187.3783,12.3,3.55
266,69.0,6.25,96,0.0,96.0,4.45,96.0,0.9283177667225558,3933.332215,12.8,3.55
267,68.7,6.2,97,0.0,97.0,4.39,97.0,0.9283177667225558,3831.53819,12.5,3.55
268,68.4,5.67,96,0.0,95.0,4.53,96.0,1.1447142425533319,3679.99523,12.2,3.6
269,68.5,4.99,97,0.0,93.0,4.38,89.0,0.4641588833612779,3556.561825,11.9,3.6500000000000004
270,68.2,4.9,96,0.0,96.0,4.5,96.0,0.7368062997280773,3419.275719,11.8,3.7
271,68.3,4.79,76,0.0,91.0,3.98,91.0,0.6694329500821695,3364.423711,11.7,3.75
272,60.0,0.01,82,3.802952460761391,78.0,4.59,82.0,1.0,783.94791,10.7,6.85
273,59.7,0.01,78,9.228706804184545,74.0,4.59,78.0,1.0322801154563672,943.686575,10.7,7.0
274,59.5,0.01,77,8.604252448951648,73.0,4.59,77.0,1.0626585691826111,915.2674586,10.3,7.15
275,59.3,0.01,8,6.603854497789253,8.0,4.86,8.0,1.091392883061106,837.9551,10.0,7.35
276,59.1,1.4,75,7.524365203641101,77.0,5.37,75.0,1.1186889420813968,825.9427854,9.8,7.55
